25	25	30
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	2	14	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	14	2	1	
1	14	11	14	10	1	1	1	2	10	14	1	1	1	14	10	2	1	1	1	10	14	24	14	1	
1	2	14	5	4	3	3	3	4	7	4	3	3	3	4	7	4	3	3	3	4	18	14	2	1	
1	1	10	17	2	1	1	1	1	16	1	1	1	1	1	16	1	1	1	1	2	17	10	1	1	
1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	
1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	
1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	
1	1	2	17	1	1	1	1	2	17	10	2	2	14	10	17	2	1	1	1	1	17	2	1	1	
1	1	10	8	3	3	3	3	4	19	14	14	10	2	14	6	4	3	3	3	3	20	10	1	1	
1	1	14	17	1	1	1	1	2	14	22	2	14	14	22	14	14	1	1	1	1	17	14	1	1	
1	1	1	16	1	1	1	1	15	14	14	14	14	14	14	2	15	1	1	1	1	16	1	1	1	
1	1	1	16	1	1	1	1	15	15	14	2	23	14	14	15	15	1	1	1	1	16	1	1	1	
1	1	1	16	1	1	1	1	15	2	14	14	14	15	14	14	15	1	1	1	1	16	1	1	1	
1	1	14	17	1	1	1	1	14	14	22	14	14	2	22	14	2	1	1	1	1	17	14	1	1	
1	1	10	8	3	3	3	3	4	18	14	2	10	14	14	5	4	3	3	3	3	20	10	1	1	
1	1	2	17	1	1	1	1	2	17	10	14	2	2	10	17	2	1	1	1	1	17	2	1	1	
1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	
1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	
1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	1	1	16	1	1	1	
1	1	10	17	2	1	1	1	1	16	1	1	1	1	1	16	1	1	1	1	2	17	10	1	1	
1	14	14	6	4	3	3	3	4	21	4	3	3	3	4	21	4	3	3	3	4	19	14	2	1	
1	2	12	14	10	1	1	1	2	10	14	1	1	1	14	10	2	1	1	1	10	14	25	14	1	
1	2	14	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	14	2	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
