41	23	30
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	2	14	22	14	14	14	14	14	1	1	1	1	1	1	1	14	14	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	15	14	2	14	2	2	2	14	10	14	14	10	1	1	1	10	14	15	14	
1	1	22	15	14	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	2	2	14	1	14	2	2	2	14	1	1	1	1	1	14	14	15	15	14	
1	1	10	14	23	1	1	1	1	1	1	1	1	1	1	1	1	1	22	15	2	10	2	14	1	1	14	2	2	2	14	14	1	1	1	14	2	14	15	15	15	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	15	15	15	15	2	14	1	1	14	2	23	2	14	2	14	14	14	2	2	14	14	15	2	15	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	2	15	15	2	2	10	1	1	1	14	2	4	4	18	10	14	14	2	10	14	2	2	15	15	15	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	23	2	2	2	14	23	1	1	1	1	1	1	23	7	4	14	2	2	14	2	14	2	15	15	
1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	14	1	14	2	14	1	1	1	1	1	14	10	14	17	2	14	2	14	14	14	10	15	15	15	
1	1	1	1	1	1	1	1	1	1	2	10	1	1	1	1	1	1	1	1	14	1	1	1	1	14	14	14	14	14	17	14	10	17	11	14	14	14	2	15	15	
1	1	1	1	1	1	1	1	14	1	1	17	1	1	1	1	1	2	14	1	1	1	10	1	1	14	14	14	14	14	6	4	4	21	4	4	7	4	15	15	15	
1	1	1	1	1	1	1	10	14	1	10	9	10	1	1	1	1	6	23	1	1	1	1	1	14	23	14	14	2	2	14	14	14	10	14	10	17	14	14	15	15	
1	1	1	1	1	1	14	14	1	1	8	13	14	1	1	14	14	10	6	7	4	23	14	22	10	14	14	2	2	10	14	14	14	14	2	14	17	14	14	2	15	
1	1	1	1	1	1	1	1	1	14	10	14	1	1	5	10	2	14	10	17	10	14	2	2	2	14	14	14	14	14	14	14	14	2	2	14	17	10	14	15	15	
1	1	1	1	1	1	1	1	1	1	1	1	1	10	17	2	2	2	4	24	4	2	2	25	4	10	14	14	14	14	14	14	14	14	14	14	17	14	14	14	15	
1	1	1	1	1	1	1	1	1	1	14	14	14	14	17	2	2	14	10	17	10	14	2	14	10	15	14	14	14	14	23	14	14	14	14	14	17	23	2	14	14	
1	1	1	1	1	1	1	1	1	1	1	5	4	4	26	14	22	2	15	15	15	15	10	15	15	15	15	15	14	14	14	14	14	14	14	14	2	14	2	2	14	
1	1	1	1	1	1	1	1	1	1	1	17	10	14	6	4	2	15	15	15	2	15	14	2	2	14	14	15	15	14	14	1	1	10	1	1	15	15	2	2	14	
1	1	1	1	1	1	1	1	1	1	15	15	14	14	10	14	2	15	2	10	17	1	2	15	15	2	14	15	15	14	1	1	1	1	1	15	2	15	15	15	1	
1	1	1	1	1	1	1	14	15	2	14	15	15	15	2	2	10	1	1	14	17	1	1	2	15	2	10	14	15	1	1	1	1	1	1	1	15	2	15	2	1	
1	1	1	1	1	1	14	2	17	23	14	2	15	15	1	1	1	1	1	1	12	18	1	1	14	15	8	10	18	1	1	1	14	1	1	1	1	2	2	14	14	
1	1	1	1	1	1	2	2	8	4	2	2	1	1	1	1	1	14	1	1	14	17	10	1	1	14	17	1	16	1	1	14	10	14	1	1	14	15	15	15	14	
1	1	1	1	1	1	2	22	17	15	14	1	1	1	1	1	1	10	1	1	1	10	1	1	1	14	23	1	6	4	7	23	14	15	15	15	15	15	14	14	10	
1	1	1	1	1	1	1	14	15	15	1	1	1	1	1	1	1	1	1	10	14	1	1	1	1	1	14	1	1	10	6	10	14	14	15	15	15	22	14	1	1	
