41	23	30
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	14	14	14	1	1	14	14	14	14	14	14	1	1	1	2	14	14	15	2	15	
1	1	2	10	14	10	14	1	14	15	2	2	2	14	14	1	1	14	10	2	10	17	10	
1	1	2	2	17	14	2	14	14	2	10	2	2	15	2	14	14	14	4	7	4	19	2	
1	1	14	10	17	11	14	14	2	2	5	4	4	4	18	2	14	14	2	17	13	15	1	
1	1	14	2	17	2	14	14	5	4	19	2	2	2	6	18	2	14	14	17	2	2	14	
1	1	14	14	6	4	7	4	19	15	2	2	15	2	14	6	4	4	4	9	4	4	4	
1	1	1	14	2	14	17	10	14	14	2	2	2	2	2	14	2	14	10	17	15	14	14	
1	1	1	1	14	14	17	2	2	15	2	2	23	2	14	14	14	14	14	6	18	14	14	
1	1	1	1	22	14	17	15	2	2	15	2	14	14	14	1	1	14	14	14	6	18	10	
1	1	1	1	1	14	17	14	14	2	2	14	14	1	1	1	1	1	1	14	14	17	14	
1	1	1	14	1	1	6	18	14	14	14	22	1	1	1	1	1	1	1	1	22	17	14	
1	1	14	10	14	1	14	17	14	14	14	1	1	1	1	14	14	14	1	1	1	16	1	
1	1	14	14	14	14	14	17	10	14	14	1	1	1	14	14	10	14	14	1	1	16	1	
1	1	1	14	2	14	14	8	4	4	4	3	3	3	4	4	18	14	14	14	14	17	10	
1	1	1	14	2	2	14	17	2	14	1	1	1	1	14	14	17	14	2	14	14	17	14	
1	1	14	10	14	26	14	17	14	14	1	1	1	14	14	15	17	14	2	14	25	17	14	
1	1	14	2	4	4	4	19	14	1	1	1	1	22	14	15	6	4	4	4	4	21	4	
1	1	14	10	2	10	2	14	14	1	1	1	1	1	15	15	14	2	10	2	10	2	10	
1	1	1	14	14	14	14	14	1	1	1	1	1	1	15	14	14	14	14	15	2	2	2	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	
-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	
-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	-1414812757	
-17891602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-17891602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	1536791442	
0	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	402706743	
77173709	32525264	32525416	32525568	32525720	32525872	32526024	32526176	32526328	32526480	32526632	32526784	32526936	32527088	32527240	32527392	32527544	32527696	32527848	32528000	32528152	32528304	32528456	
469815600	32525568	32525720	32525872	32526024	32526176	32526328	32526480	32526632	32526784	32526936	32527088	32527240	32527392	32527544	32527696	32527848	32528000	32528152	32528304	32528456	32528608	32528760	
32507912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32514952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4960668	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	
593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
544	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	
2	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	-33686019	
4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-33686019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	1	14	14	14	1	1	14	14	14	14	14	14	1	1	1	2	14	14	15	2	15	2	
