21	21	30
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	1	1	
1	1	14	10	2	10	2	10	14	14	14	14	14	10	2	15	2	15	14	1	1	
1	1	14	2	2	14	14	14	14	14	14	14	14	14	14	14	2	2	14	1	1	
1	1	14	10	14	11	14	14	14	14	14	14	14	14	14	23	14	15	14	1	1	
1	1	14	2	14	14	14	14	14	14	14	14	14	14	14	14	14	2	14	1	1	
1	1	14	10	14	14	14	14	14	14	14	14	14	14	14	14	14	10	14	1	1	
1	1	14	14	14	14	14	14	14	14	15	14	14	14	14	14	14	14	14	1	1	
1	1	14	14	14	14	14	14	14	15	15	15	14	14	14	14	14	14	14	1	1	
1	1	14	14	14	14	14	14	15	15	22	15	15	14	14	14	14	14	14	1	1	
1	1	14	14	14	14	14	14	14	15	15	15	14	14	14	14	14	14	14	1	1	
1	1	14	14	14	14	14	14	14	14	15	14	14	14	14	14	14	14	14	1	1	
1	1	14	10	14	14	14	14	14	14	14	14	14	14	14	14	14	10	14	1	1	
1	1	14	2	14	14	14	14	14	14	14	14	14	14	14	14	14	2	14	1	1	
1	1	14	15	14	23	14	14	14	14	14	14	14	14	14	24	14	10	14	1	1	
1	1	14	2	2	14	14	14	14	14	14	14	14	14	14	14	2	2	14	1	1	
1	1	14	15	2	15	2	10	14	14	14	14	14	10	2	10	2	10	14	1	1	
1	1	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
